UNIQUE_CODE,ENGLISH_NAME,GMV_LEVEL_VOICE_PLATFORM,GMV_MONTHLY_AVERAGE_VOICE_PLATFORM_USD,STATE_CODE,ZIP_CODE,REGION,CREATED_AT,STATUS,CUISINE_TYPE (Internal),First Seen (Brizo),Population,Population Band,Population Density,Population Density Band,Median Household Income,Median Income Band,School Zone Rating
R88837,*ASIAN KING*,,$0,PA,16506,Northeast,2018-12-24T01:06:00Z,canceled,unknown,NA,24438,"20,201 - 50,000",670.3,"501 - 5,000","$83,782","$60,000 - $100,000",NA
R84538,Mandarin Chef,,$0,NY,11101,Northeast,2023-02-02T06:04:30Z,canceled,unknown,NA,31366,"20,201 - 50,000",4651.5,"501 - 5,000","$109,625","$100,001 - $150,000",NA
R81201,JADE GARDEN,"2. $10,000 to $29,999","$21,954",WI,54701,Midwest,2020-03-13T19:34:58Z,active,unknown,2019,40874,"20,201 - 50,000",183.7,101 - 500,"$68,841","$60,000 - $100,000",A-
R81869,^JAPAN EXPRESS^,"1. < $10,000","$5,229",NC,28314,Southeast,2021-08-10T18:03:44Z,canceled,unknown,2019,58827,"50,001+",985,"501 - 5,000","$57,151","$1 - $60,000",B-
R82003,RICE KING,"1. < $10,000","$9,981",OH,43614,Midwest,2021-09-16T16:52:29Z,active,chinese,2019,31100,"20,201 - 50,000",1325.9,"501 - 5,000","$52,877","$1 - $60,000",C+
R86907,*^J BURGER N WINGS^*,,$0,MI,49507,Midwest,2024-01-29T23:08:49Z,onboarding,unknown,2022,39323,"20,201 - 50,000",2751.3,"501 - 5,000","$52,887","$1 - $60,000",NA
R82008,CHINA ONE,"3. $30,000 to $49,999","$31,991",PA,17545,Northeast,2021-09-21T18:01:56Z,active,chinese,2019,21792,"20,201 - 50,000",118.6,101 - 500,"$80,399","$60,000 - $100,000",B
R86838,*Blue Bay*,"2. $10,000 to $29,999","$18,747",CO,80249,West,2024-01-17T15:32:07Z,active,chinese,2019,32537,"20,201 - 50,000",263.2,101 - 500,"$92,436","$60,000 - $100,000",C
R81026,NEW GOLDEN GARDEN,"3. $30,000 to $49,999","$41,798",NY,11722,Northeast,2019-09-11T16:57:59Z,active,unknown,2019,31878,"20,201 - 50,000",1688.7,"501 - 5,000","$100,387","$100,001 - $150,000",C
R82011,^LIN CHINA^,"2. $10,000 to $29,999","$14,045",FL,33556,Southeast,2021-09-17T14:58:53Z,active,chinese,2022,23182,"20,201 - 50,000",244.1,101 - 500,"$142,738","$100,001 - $150,000",A
R83886,^HIBACHI EXPRESS^,"1. < $10,000","$6,598",NY,11411,Northeast,2022-11-17T15:54:16Z,active,unknown,2022,20719,"20,201 - 50,000",6848.9,"5,001 - 20,000","$117,018","$100,001 - $150,000",B+
R85812,GREEN TREE,"2. $10,000 to $29,999","$21,553",FL,32669,Southeast,2023-07-14T17:30:24Z,active,chinese,2019,14037,"5,001 - 20,000",52.3,1 - 100,"$97,639","$60,000 - $100,000",B+
R83359,DYNASTY,"2. $10,000 to $29,999","$21,609",OH,45701,Midwest,2022-08-04T16:17:22Z,active,chinese,2019,36270,"20,201 - 50,000",94.4,1 - 100,"$47,002","$1 - $60,000",B-
R81768,^LUCKY HOUSE^,"2. $10,000 to $29,999","$24,939",TX,75002,Southwest,2021-07-17T18:13:46Z,active,unknown,2020,71253,"50,001+",739.6,"501 - 5,000","$119,301","$100,001 - $150,000",A+
R85919,*WAH WAH*,"2. $10,000 to $29,999","$26,970",VA,23235,Southeast,2023-08-03T16:12:44Z,suspended,chinese,2019,32627,"20,201 - 50,000",721.9,"501 - 5,000","$88,767","$60,000 - $100,000",B
R86058,*NO.1 CHINA*,"1. < $10,000","$6,674",FL,32073,Southeast,2023-08-22T03:18:09Z,suspended,unknown,2019,42520,"20,201 - 50,000",995.5,"501 - 5,000","$70,975","$60,000 - $100,000",A
R85331,CHINA RESTAURANT,"2. $10,000 to $29,999","$13,300",VA,22942,Southeast,2023-03-29T04:20:05Z,active,chinese,2019,9774,"5,001 - 20,000",33.8,1 - 100,"$87,500","$60,000 - $100,000",B+
R83971,*CHIN CHIN*,"2. $10,000 to $29,999","$27,816",GA,30534,Southeast,2022-12-08T22:13:42Z,suspended,chinese,2019,29530,"20,201 - 50,000",49.8,1 - 100,"$84,601","$60,000 - $100,000",B+
R86833,*^SHOGUN HIBACHI & SUSHI^*,"1. < $10,000","$5,046",TX,76002,Southwest,2024-01-16T18:49:25Z,active,unknown,2019,36460,"20,201 - 50,000",1949.8,"501 - 5,000","$102,369","$100,001 - $150,000",A
R88351,^MING GARDEN^,"2. $10,000 to $29,999","$23,334",GA,31401,Southeast,2016-10-18T01:10:10Z,active,unknown,2019,19839,"5,001 - 20,000",1592.3,"501 - 5,000","$49,881","$1 - $60,000",D+
R81081,*CHINA BEST*,"2. $10,000 to $29,999","$27,742",NC,27540,Southeast,2019-11-06T21:30:21Z,active,unknown,2019,39675,"20,201 - 50,000",329.4,101 - 500,"$121,108","$100,001 - $150,000",A
R88925,GOLDEN HOUSE,"3. $30,000 to $49,999","$33,175",VA,22193,Southeast,2019-04-26T20:02:47Z,canceled,unknown,2019,82309,"50,001+",1797.2,"501 - 5,000","$116,428","$100,001 - $150,000",B
R81829,^ASIAN CHEF^,"2. $10,000 to $29,999","$13,145",CO,80524,West,2021-08-04T15:22:12Z,active,unknown,2019,36497,"20,201 - 50,000",111.4,101 - 500,"$81,733","$60,000 - $100,000",B+
R88598,*CHEN'S KITCHEN*,,$0,FL,33312,Southeast,2017-11-17T15:45:48Z,canceled,unknown,2019,55298,"50,001+",1921.2,"501 - 5,000","$72,955","$60,000 - $100,000",NA
R86967,*^XIAN SUSHI AND NOODLE^*,,$0,TX,78723,Southwest,2024-02-09T15:36:52Z,onboarding,japanese,2019,35725,"20,201 - 50,000",1987,"501 - 5,000","$81,986","$60,000 - $100,000",NA
R83539,JIN JIN,"2. $10,000 to $29,999","$15,959",NC,27886,Southeast,2022-08-16T21:27:37Z,canceled,chinese,2019,20280,"20,201 - 50,000",40.6,1 - 100,"$47,766","$1 - $60,000",C
R86962,*HONG KONG HOUSE*,,$0,FL,33161,Southeast,2024-02-08T17:59:49Z,onboarding,chinese,2019,56130,"50,001+",3964.3,"501 - 5,000","$49,159","$1 - $60,000",NA
R82328,*CHINA EXPRESS*,"2. $10,000 to $29,999","$18,707",NC,27332,Southeast,2021-10-14T17:10:06Z,canceled,chinese,2019,30743,"20,201 - 50,000",113,101 - 500,"$71,554","$60,000 - $100,000",B-
R82756,CHINA HOUSE,"2. $10,000 to $29,999","$13,262",FL,33317,Southeast,2022-01-10T20:23:41Z,active,unknown,2019,38427,"20,201 - 50,000",1545.8,"501 - 5,000","$79,511","$60,000 - $100,000",B
R85756,*CHINA A GO GO HENDERSON*,"1. < $10,000","$9,194",NV,89012,West,2023-06-30T20:21:19Z,active,chinese,NA,36512,"20,201 - 50,000",1305.4,"501 - 5,000","$89,177","$60,000 - $100,000",B+
R83569,*KING'S GARDEN*,"1. < $10,000",$0,NH,3431,Northeast,2022-08-23T19:22:27Z,canceled,chinese,2019,25148,"20,201 - 50,000",163.5,101 - 500,NA,NA,B-
R83726,*CHINA KING*,"2. $10,000 to $29,999","$17,943",MO,63033,Midwest,2022-10-07T16:40:09Z,active,chinese,2019,42544,"20,201 - 50,000",1330.2,"501 - 5,000","$62,997","$60,000 - $100,000",C-
R83112,MAIN MOON,"3. $30,000 to $49,999","$34,730",WI,53089,Midwest,2022-05-25T04:25:40Z,active,chinese,2019,19128,"5,001 - 20,000",271.5,101 - 500,"$106,921","$100,001 - $150,000",A+
R82889,^TERIYAKI EXPRESS^,"2. $10,000 to $29,999","$20,069",NC,28215,Southeast,2022-03-01T16:19:43Z,active,japanese,2019,62543,"50,001+",790.4,"501 - 5,000","$61,855","$60,000 - $100,000",B
R86518,WING WAH CHINESE RESTAURANT,"3. $30,000 to $49,999","$33,953",PA,19056,Northeast,2023-11-13T22:14:56Z,active,chinese,2019,15249,"5,001 - 20,000",1602.3,"501 - 5,000","$99,366","$60,000 - $100,000",B+
R81832,^GREAT WALL^,"2. $10,000 to $29,999","$13,224",SC,29403,Southeast,2021-08-05T15:01:33Z,active,chinese,2019,21819,"20,201 - 50,000",1576.8,"501 - 5,000","$62,281","$60,000 - $100,000",C
R81023,MANDARIN TASTE,"1. < $10,000","$8,509",MD,21212,Northeast,2019-09-09T20:56:42Z,active,unknown,2019,33431,"20,201 - 50,000",2781,"501 - 5,000","$94,014","$60,000 - $100,000",C
R82871,JIN JIN,"2. $10,000 to $29,999","$29,935",NC,28112,Southeast,2022-02-24T18:18:19Z,active,chinese,2019,26831,"20,201 - 50,000",78.3,1 - 100,"$64,981","$60,000 - $100,000",B+
R82692,HUNAN EXPRESS,"2. $10,000 to $29,999","$22,051",NJ,8859,Northeast,2021-12-26T20:37:13Z,active,chinese,2019,22884,"20,201 - 50,000",1960.1,"501 - 5,000",NA,NA,B+
R81612,KIM WEI KITCHEN,"2. $10,000 to $29,999","$20,859",NY,10710,Northeast,2021-04-20T22:15:46Z,active,unknown,2019,25262,"20,201 - 50,000",2129.5,"501 - 5,000","$97,941","$60,000 - $100,000",B-
R82068,NO.1,"2. $10,000 to $29,999","$10,206",TN,37076,Southeast,2021-10-14T17:35:32Z,active,chinese,2019,40161,"20,201 - 50,000",568,"501 - 5,000","$68,894","$60,000 - $100,000",C+
R82302,*PANDA KING*,"2. $10,000 to $29,999","$14,668",NC,27587,Southeast,2021-10-21T19:51:34Z,active,chinese,2019,68491,"50,001+",252.7,101 - 500,"$116,593","$100,001 - $150,000",A-
R82879,^MIKOSHI^,"3. $30,000 to $49,999","$32,711",SC,29671,Southeast,2022-03-04T00:18:51Z,active,japanese,2019,17936,"5,001 - 20,000",54.2,1 - 100,"$63,430","$60,000 - $100,000",B-
R86927,*CHANG'S CHINA*,"1. < $10,000",$0,NJ,8844,Northeast,2024-02-01T14:46:31Z,active,chinese,2019,39604,"20,201 - 50,000",277.8,101 - 500,NA,NA,A+
R86621,*^SAKURA^*,"2. $10,000 to $29,999","$28,085",NC,27288,Southeast,2023-12-09T16:18:48Z,active,japanese,2019,23436,"20,201 - 50,000",133.6,101 - 500,"$49,219","$1 - $60,000",B-
R82818,*CHINA WOK*,"2. $10,000 to $29,999","$10,046",PA,18240,Northeast,2022-02-07T20:17:54Z,canceled,chinese,2019,3862,"1 - 5,000",50.6,1 - 100,"$54,662","$1 - $60,000",C
R82955,BAMBOO,"2. $10,000 to $29,999","$19,240",NY,12303,Northeast,2022-03-23T22:01:11Z,active,chinese,2019,28488,"20,201 - 50,000",715,"501 - 5,000","$77,917","$60,000 - $100,000",B
R83931,SAGAS,"2. $10,000 to $29,999","$15,866",NY,11572,Northeast,2022-12-01T05:48:28Z,active,chinese,2021,29243,"20,201 - 50,000",2372.3,"501 - 5,000","$134,615","$100,001 - $150,000",A
R83893,GOLDEN DRAGON,"2. $10,000 to $29,999","$16,337",PA,16137,Northeast,2022-11-18T22:58:23Z,canceled,chinese,2019,12363,"5,001 - 20,000",44.2,1 - 100,"$67,890","$60,000 - $100,000",B
R88879,*GOOD TASTE*,"3. $30,000 to $49,999","$38,962",NY,10031,Northeast,2019-03-07T23:31:31Z,active,unknown,2019,59586,"50,001+",35435.2,"20,001+","$64,807","$60,000 - $100,000",B+
R83123,MING'S ASIAN BISTRO,"2. $10,000 to $29,999","$13,597",MI,49931,Midwest,2022-05-29T00:21:02Z,active,chinese,2019,9600,"5,001 - 20,000",131.1,101 - 500,"$38,750","$1 - $60,000",A
R82972,WEI'S CHINESE RESTAURANT,"1. < $10,000","$4,177",WI,53965,Midwest,2022-03-26T18:33:52Z,active,unknown,2019,10450,"5,001 - 20,000",23.8,1 - 100,"$65,861","$60,000 - $100,000",B-
R81272,NO 1,"2. $10,000 to $29,999","$20,423",FL,32163,Southeast,2020-08-26T15:43:17Z,active,unknown,2020,NA,NA,NA,NA,NA,NA,NA
R86728,*PEACOCK*,"1. < $10,000",$0,MA,1128,Northeast,2023-12-21T20:27:43Z,pause,chinese,2019,2541,"1 - 5,000",880,"501 - 5,000",NA,NA,C
R81935,CHINA KING,"3. $30,000 to $49,999","$33,585",NJ,7847,Northeast,2021-08-30T22:52:16Z,active,chinese,2019,1922,"1 - 5,000",344.9,101 - 500,NA,NA,A-
R83316,C.C. WOK,"2. $10,000 to $29,999","$21,339",VA,23113,Southeast,2022-07-29T21:07:50Z,active,chinese,2019,25021,"20,201 - 50,000",272.7,101 - 500,"$147,734","$100,001 - $150,000",A-
R81307,*CHEF CHEN*,"4. $50,000 - $99,999 ","$82,971",FL,33157,Southeast,2020-05-15T18:42:06Z,active,unknown,2019,67455,"50,001+",1758.4,"501 - 5,000","$77,994","$60,000 - $100,000",A-
R88551,NEW TASTY TOO,"3. $30,000 to $49,999","$39,366",NJ,7102,Northeast,2017-06-20T17:48:04Z,active,unknown,2019,13505,"5,001 - 20,000",4440.5,"501 - 5,000",NA,NA,C-
R86223,CHINA HOUSE,"3. $30,000 to $49,999","$30,882",FL,32340,Southeast,2023-09-28T15:54:49Z,active,chinese,2019,11374,"5,001 - 20,000",18.8,1 - 100,"$36,795","$1 - $60,000",C-
R86772,*LIGHT STAR*,"3. $30,000 to $49,999","$43,438",CT,6002,Northeast,2023-12-30T02:14:18Z,active,chinese,2019,21022,"20,201 - 50,000",311.4,101 - 500,NA,NA,C-
R82107,STAR EAST 88 INC,"1. < $10,000","$7,538",GA,30126,Southeast,2021-09-30T23:38:11Z,canceled,unknown,NA,43486,"20,201 - 50,000",810.5,"501 - 5,000","$94,399","$60,000 - $100,000",B-
R88377,^CHINA EXPRESS^,"2. $10,000 to $29,999","$23,396",FL,33064,Southeast,2017-01-12T20:55:04Z,suspended,unknown,NA,61293,"50,001+",2261.2,"501 - 5,000","$62,808","$60,000 - $100,000",B
R82771,JACK CHEN II,"3. $30,000 to $49,999","$35,366",MA,1118,Northeast,2022-01-16T03:30:33Z,active,chinese,2019,14830,"5,001 - 20,000",1592.5,"501 - 5,000",NA,NA,C
R88856,CHINA KING,"2. $10,000 to $29,999","$25,727",FL,33710,Southeast,2019-01-22T18:48:38Z,active,unknown,2019,34222,"20,201 - 50,000",1664.9,"501 - 5,000","$72,029","$60,000 - $100,000",B
R88126,GOLDEN JADE,,$0,NJ,7718,Northeast,2016-01-01T05:00:00Z,canceled,unknown,NA,7093,"5,001 - 20,000",1295.5,"501 - 5,000",NA,NA,NA
R81758,WING HWA,"3. $30,000 to $49,999","$42,703",PA,18322,Northeast,2021-07-09T19:31:38Z,active,unknown,2019,2502,"1 - 5,000",139.9,101 - 500,"$99,167","$60,000 - $100,000",B
R88933,*NEW HONG KONG*,"1. < $10,000","$6,204",NY,10035,Northeast,2019-05-15T00:38:05Z,active,unknown,NA,36048,"20,201 - 50,000",9771.4,"5,001 - 20,000","$36,989","$1 - $60,000",B+
R85789,NO 1 WOK,"2. $10,000 to $29,999","$28,767",NY,10456,Northeast,2023-07-07T22:48:26Z,active,chinese,NA,92717,"50,001+",35177.8,"20,001+","$33,317","$1 - $60,000",B+
R83808,JADE LEE,"3. $30,000 to $49,999","$34,643",NJ,7660,Northeast,2022-10-26T20:05:09Z,active,chinese,2019,12922,"5,001 - 20,000",2943.6,"501 - 5,000",NA,NA,B
R83116,*KING WOK*,"2. $10,000 to $29,999","$24,844",PA,19465,Northeast,2022-05-26T05:36:04Z,active,chinese,2019,17473,"5,001 - 20,000",188.4,101 - 500,"$101,199","$100,001 - $150,000",A+
R83879,*LUU'S ASIAN CUISINE*,"1. < $10,000","$6,763",CO,80501,West,2022-11-16T18:44:18Z,suspended,unknown,2019,42077,"20,201 - 50,000",1312.2,"501 - 5,000","$77,327","$60,000 - $100,000",B
R81716,^CRAZY CRAB^,"2. $10,000 to $29,999","$16,358",MI,48911,Midwest,2021-06-21T15:30:03Z,active,unknown,2019,40852,"20,201 - 50,000",991.9,"501 - 5,000","$54,792","$1 - $60,000",B-
R83153,HONG KONG,"2. $10,000 to $29,999","$18,766",NY,10920,Northeast,2022-06-15T15:00:21Z,suspended,chinese,2019,9075,"5,001 - 20,000",839.1,"501 - 5,000","$138,603","$100,001 - $150,000",A
R81778,*CHINA GARDEN*,"2. $10,000 to $29,999","$21,718",AL,35043,Southeast,2021-07-22T17:24:06Z,active,unknown,NA,12153,"5,001 - 20,000",102.3,101 - 500,"$106,660","$100,001 - $150,000",A-
R81859,CHINA MOON,"2. $10,000 to $29,999","$23,189",NC,27603,Southeast,2021-08-07T21:38:09Z,active,chinese,2019,54457,"50,001+",407.4,101 - 500,"$84,569","$60,000 - $100,000",A
R88897,^CHEF TIAN^,"2. $10,000 to $29,999","$11,393",FL,33146,Southeast,2019-03-26T17:20:07Z,suspended,unknown,2019,16473,"5,001 - 20,000",2036.8,"501 - 5,000","$125,720","$100,001 - $150,000",A-
R81862,*CHINA EXPRESS*,"2. $10,000 to $29,999","$11,855",SC,29341,Southeast,2021-08-10T17:05:19Z,canceled,unknown,2019,20162,"20,201 - 50,000",83,1 - 100,"$50,487","$1 - $60,000",B-
R82036,HONG KONG,"3. $30,000 to $49,999","$36,713",FL,34429,Southeast,2021-09-22T18:48:29Z,active,chinese,2019,8338,"5,001 - 20,000",79.7,1 - 100,"$55,797","$1 - $60,000",B-
R81391,*GREAT WALL*,"3. $30,000 to $49,999","$35,374",NY,10459,Northeast,2021-01-15T20:19:47Z,suspended,unknown,2019,48780,"20,201 - 50,000",22962.7,"20,001+","$41,270","$1 - $60,000",B+
R81827,WILLOW GARDEN,"4. $50,000 - $99,999 ","$57,613",PA,17046,Northeast,2021-08-04T15:38:33Z,active,unknown,2019,31040,"20,201 - 50,000",313.4,101 - 500,"$54,589","$1 - $60,000",B
R86916,*^NO 1 CHOP SUEY^*,"1. < $10,000",$0,IL,60452,Midwest,2024-02-01T15:32:26Z,active,unknown,NA,28008,"20,201 - 50,000",1162.3,"501 - 5,000","$90,812","$60,000 - $100,000",A-
R88133,CHOPSTICK HOUSE,,$0,FL,33410,Southeast,2016-01-01T05:00:00Z,canceled,unknown,NA,35089,"20,201 - 50,000",1202.7,"501 - 5,000","$93,643","$60,000 - $100,000",NA
R88566,A & A GOURMET,"1. < $10,000","$4,667",DE,19801,Northeast,2017-08-02T13:59:49Z,canceled,unknown,2019,17035,"5,001 - 20,000",1590.8,"501 - 5,000","$42,453","$1 - $60,000",B-
R85357,GOLDEN STAR,"2. $10,000 to $29,999","$23,882",NY,11207,Northeast,2023-04-05T05:54:33Z,canceled,chinese,2019,91083,"50,001+",13161.5,"5,001 - 20,000","$52,569","$1 - $60,000",B+
R83371,^PANDA^,"1. < $10,000","$9,717",MI,48021,Midwest,2022-08-05T19:13:24Z,active,chinese,2019,32336,"20,201 - 50,000",2434.1,"501 - 5,000","$57,953","$1 - $60,000",D+
R85986,*^GOLDEN 1^*,,$0,PA,19020,Northeast,2023-08-14T01:21:32Z,onboarding,Chinese,2020,54985,"50,001+",1229.9,"501 - 5,000","$78,512","$60,000 - $100,000",NA
R83151,GOLDEN BOWL,"2. $10,000 to $29,999","$26,350",OH,44035,Midwest,2022-06-06T20:44:27Z,active,chinese,2019,63333,"50,001+",512.1,"501 - 5,000","$51,258","$1 - $60,000",B
R88605,CHINA GARDEN,"2. $10,000 to $29,999","$14,691",OH,44107,Midwest,2017-12-11T15:45:48Z,active,unknown,2019,50351,"50,001+",3520.5,"501 - 5,000","$63,330","$60,000 - $100,000",A-
R88236,STIR FRY,"2. $10,000 to $29,999","$21,603",VA,23669,Southeast,2016-01-01T05:00:00Z,active,unknown,2019,40996,"20,201 - 50,000",1269.9,"501 - 5,000","$60,959","$60,000 - $100,000",B-
R83196,GOLDEN WOK,"2. $10,000 to $29,999","$14,632",MN,55123,Midwest,2022-06-27T20:30:47Z,active,chinese,2021,26051,"20,201 - 50,000",913.8,"501 - 5,000","$131,344","$100,001 - $150,000",A+
R85609,^TONY'S EXPRESS RETAURANT^,"1. < $10,000","$3,509",SC,29206,Southeast,2023-05-31T20:00:30Z,active,unknown,NA,19491,"5,001 - 20,000",879,"501 - 5,000","$83,708","$60,000 - $100,000",A-
R83366,JADE GARDEN,"2. $10,000 to $29,999","$22,789",VA,23455,Southeast,2022-08-05T16:15:10Z,active,chinese,2019,49263,"20,201 - 50,000",1156.6,"501 - 5,000","$82,977","$60,000 - $100,000",A-
R82599,*WAH HING KITCHEN*,"3. $30,000 to $49,999","$37,418",NY,11420,Northeast,2021-11-23T16:47:47Z,active,chinese,2019,47470,"20,201 - 50,000",8822.6,"5,001 - 20,000","$97,919","$60,000 - $100,000",B+
R88796,NEW NO 1,"2. $10,000 to $29,999","$13,948",NY,11577,Northeast,2018-11-02T15:00:48Z,active,unknown,2020,12513,"5,001 - 20,000",1585.7,"501 - 5,000","$191,607","$150,001 - $250,000",A+
R81359,^MEI SING^,"1. < $10,000","$6,171",RI,2914,Northeast,2020-12-08T16:09:27Z,active,unknown,2019,21487,"20,201 - 50,000",1697.6,"501 - 5,000",NA,NA,B-
R88985,*YE'S CAFE*,,$0,LA,70592,Southeast,2019-07-31T21:10:13Z,canceled,unknown,2019,25736,"20,201 - 50,000",238.8,101 - 500,"$98,110","$60,000 - $100,000",NA
R82338,*CHINA KING*,"1. < $10,000","$4,908",MO,63010,Midwest,2021-11-01T22:15:05Z,active,chinese,2019,35888,"20,201 - 50,000",638.6,"501 - 5,000","$74,776","$60,000 - $100,000",B+
R85907,CHINA KITCHEN,"2. $10,000 to $29,999","$13,344",FL,33021,Southeast,2023-08-02T18:59:23Z,active,chinese,2019,49941,"20,201 - 50,000",2214.6,"501 - 5,000","$66,515","$60,000 - $100,000",B
R83129,HONG KONG,"2. $10,000 to $29,999","$16,229",VA,22902,Southeast,2022-06-01T23:19:11Z,active,chinese,2019,25245,"20,201 - 50,000",155.3,101 - 500,"$83,865","$60,000 - $100,000",B+
R83705,HUNAN WOK,"2. $10,000 to $29,999","$16,293",PA,19111,Northeast,2022-10-01T18:48:34Z,active,chinese,2019,68113,"50,001+",5442.2,"5,001 - 20,000","$57,853","$1 - $60,000",C-
R86588,^QUICK GRILL JAPAN^,"2. $10,000 to $29,999","$10,414",NY,10314,Northeast,2023-12-05T20:20:29Z,active,japanese,2019,89792,"50,001+",2534.2,"501 - 5,000","$103,436","$100,001 - $150,000",B+
R85565,CHINA 1,"4. $50,000 - $99,999 ","$54,757",FL,34982,Southeast,2023-05-03T05:22:03Z,active,chinese,2019,25135,"20,201 - 50,000",577.2,"501 - 5,000","$52,820","$1 - $60,000",B-
R86911,*^NOODLE EIGHTY EIGHT^*,,$0,PA,18964,Northeast,2024-01-30T18:14:33Z,onboarding,unknown,2019,14092,"5,001 - 20,000",581.6,"501 - 5,000","$92,593","$60,000 - $100,000",NA
R85322,*DRAGON KING*,"3. $30,000 to $49,999","$47,660",CO,80817,West,2023-03-27T05:23:15Z,active,chinese,2019,30635,"20,201 - 50,000",187.4,101 - 500,"$80,425","$60,000 - $100,000",B
R85509,CHINA WOK,"3. $30,000 to $49,999","$40,437",FL,32218,Southeast,2023-04-21T04:26:19Z,active,chinese,2019,64007,"50,001+",255.4,101 - 500,"$64,298","$60,000 - $100,000",B-
R85137,^EMPIRE 19^,"2. $10,000 to $29,999","$14,021",NY,10463,Northeast,2023-01-31T05:32:47Z,active,Chinese,2019,71132,"50,001+",18939,"5,001 - 20,000","$66,780","$60,000 - $100,000",B+
R88653,*ASIAN DELICIOUS*,,$0,NY,13045,Northeast,2018-03-15T16:45:36Z,canceled,unknown,NA,28916,"20,201 - 50,000",104.8,101 - 500,"$63,762","$60,000 - $100,000",NA
R85233,^ASIAN TASTE^,"2. $10,000 to $29,999","$24,391",NC,28461,Southeast,2023-02-25T06:09:18Z,suspended,unknown,2019,20506,"20,201 - 50,000",104.6,101 - 500,"$77,470","$60,000 - $100,000",B
R86709,HUNAN DELIGHT,"1. < $10,000","$6,216",PA,19020,Northeast,2023-12-19T03:09:37Z,active,chinese,2019,54985,"50,001+",1229.9,"501 - 5,000","$78,512","$60,000 - $100,000",B
R83731,*GUM HOI*,"4. $50,000 - $99,999 ","$71,698",NY,10923,Northeast,2022-10-07T22:35:59Z,active,chinese,2019,8627,"5,001 - 20,000",1692.8,"501 - 5,000","$101,771","$100,001 - $150,000",B+
R85366,^EXOTIC SWEETS^,"1. < $10,000","$6,755",LA,70809,Southeast,2023-04-08T07:06:00Z,active,japanese,2019,25616,"20,201 - 50,000",666.1,"501 - 5,000","$79,148","$60,000 - $100,000",B-
R88137,TONG SING,,$0,CT,6516,Northeast,2016-01-01T05:00:00Z,canceled,unknown,NA,54763,"50,001+",1966.9,"501 - 5,000",NA,NA,NA
R82693,RICE KITCHEN,"1. < $10,000","$6,854",MI,49007,Midwest,2021-12-26T20:17:21Z,active,chinese,2019,10097,"5,001 - 20,000",1081.2,"501 - 5,000","$35,932","$1 - $60,000",B-
R83791,CHINA GARDEN,"2. $10,000 to $29,999","$14,334",FL,32804,Southeast,2022-10-22T20:37:16Z,active,chinese,2019,18023,"5,001 - 20,000",948.8,"501 - 5,000","$108,662","$100,001 - $150,000",B+
R82991,^AOMI SUSHI^,"3. $30,000 to $49,999","$40,044",NC,27896,Southeast,2022-04-04T16:09:06Z,active,japanese,2019,20791,"20,201 - 50,000",232.2,101 - 500,"$64,320","$60,000 - $100,000",B
R82923,KING'S WOK,"3. $30,000 to $49,999","$48,931",FL,34609,Southeast,2022-03-31T22:29:56Z,active,chinese,2019,42227,"20,201 - 50,000",733,"501 - 5,000","$71,303","$60,000 - $100,000",B
R81811,EAST WOK,"2. $10,000 to $29,999","$20,804",FL,32824,Southeast,2021-08-02T22:30:06Z,active,unknown,2019,46482,"20,201 - 50,000",583.6,"501 - 5,000","$75,125","$60,000 - $100,000",B+
R81507,^HONEY BEE^,"2. $10,000 to $29,999","$26,184",CO,80013,West,2021-01-31T21:00:19Z,active,Chinese,2019,74105,"50,001+",2046.5,"501 - 5,000","$92,076","$60,000 - $100,000",B+
R83993,*CHINA WOK*,"2. $10,000 to $29,999","$19,104",TN,38018,Southeast,2022-12-15T05:54:35Z,active,chinese,2019,36289,"20,201 - 50,000",758.7,"501 - 5,000","$82,355","$60,000 - $100,000",C+
R83835,*CHINA BROTHER*,"3. $30,000 to $49,999","$32,377",FL,32837,Southeast,2022-11-03T20:39:43Z,active,chinese,2019,51310,"50,001+",884.9,"501 - 5,000","$81,926","$60,000 - $100,000",B+
R85933,EMPIRE SZECHUAN,"3. $30,000 to $49,999","$43,810",FL,32801,Southeast,2023-08-05T18:28:47Z,active,chinese,2019,12243,"5,001 - 20,000",2069,"501 - 5,000","$75,646","$60,000 - $100,000",A-
R82668,CHINESE EXPRESS,"2. $10,000 to $29,999","$18,920",MN,55408,Midwest,2021-12-20T20:32:10Z,active,chinese,2019,31731,"20,201 - 50,000",4505.1,"501 - 5,000","$70,158","$60,000 - $100,000",B
R81099,CHINA KITCHEN,"1. < $10,000","$5,905",IL,60565,Midwest,2019-11-21T22:21:49Z,canceled,unknown,2019,40560,"20,201 - 50,000",1261.3,"501 - 5,000","$155,179","$150,001 - $250,000",A+
R81518,ASIAN CHOPSTICKS,"2. $10,000 to $29,999","$28,029",PA,19154,Northeast,2021-02-17T22:48:58Z,canceled,unknown,2019,35098,"20,201 - 50,000",2121,"501 - 5,000","$89,078","$60,000 - $100,000",C-
R88769,*CHINA KING*,"3. $30,000 to $49,999","$30,841",NC,28425,Southeast,2018-10-15T15:07:12Z,active,unknown,2019,11833,"5,001 - 20,000",30.5,1 - 100,"$63,750","$60,000 - $100,000",B
